recorded,RADON_SHORT_TERM_AVG Bq/m3,PM2_5 μg/m3,CO2 ppm,HUMIDITY %,TEMP °C,VOC ppb,PRESSURE hPa,PM1 μg/m3
2025-02-19T23:16:23,,,,,,340,1028.02,
2025-02-19T23:21:26,131,,,,,,,
2025-02-19T23:21:28,,,842,35.74,16.14,,,
2025-02-19T23:21:30,,28,,,,321,1028.04,28
2025-02-19T23:26:21,,,829,35.77,16.07,,,
2025-02-19T23:26:23,,,,,,310,1028.02,
2025-02-19T23:31:25,,,798,35.79,16,,,
2025-02-19T23:31:27,,25,,,,304,1028.08,25
2025-02-19T23:36:21,,,806,35.82,15.93,,,
2025-02-19T23:36:23,,,,,,287,1028.02,
2025-02-19T23:41:26,131,,,,,,,
2025-02-19T23:41:28,,,822,35.91,15.86,,,
2025-02-19T23:41:30,,29,,,,301,1028.04,29
2025-02-19T23:46:21,,,817,35.9,15.82,,,
2025-02-19T23:46:24,,,,,,277,1027.96,
2025-02-19T23:51:25,,,802,35.93,15.75,,,
2025-02-19T23:51:27,,30,,,,273,1028,30
2025-02-19T23:56:21,,,804,35.98,15.64,,,
2025-02-19T23:56:23,,,,,,271,1028.02,
2025-02-20T00:01:25,128,,,,,,,
2025-02-20T00:01:27,,,797,36,15.61,,,
2025-02-20T00:01:29,,22,,,,274,1028.08,22
2025-02-20T00:06:21,,,818,36.02,15.56,,,
2025-02-20T00:06:23,,,,,,259,1027.96,
2025-02-20T00:11:25,,,840,36.02,15.47,,,
2025-02-20T00:11:28,,23,,,,252,1027.92,22
2025-02-20T00:16:21,,,847,36.04,15.4,,,
2025-02-20T00:16:23,,,,,,250,1027.88,
2025-02-20T00:21:25,128,,,,,,,
2025-02-20T00:21:27,,,846,36.07,15.37,,,
2025-02-20T00:21:29,,25,,,,245,1027.88,25
2025-02-20T00:26:21,,,840,36.09,15.3,,,
2025-02-20T00:26:23,,,,,,249,1027.92,
2025-02-20T00:31:25,,,847,36.1,15.25,,,
2025-02-20T00:31:27,,21,,,,238,1027.78,21
2025-02-20T00:36:20,,,844,36.12,15.2,,,
2025-02-20T00:36:22,,,,,,237,1027.76,
2025-02-20T00:41:24,128,,,,,,,
2025-02-20T00:41:26,,,854,36.14,15.14,,,
2025-02-20T00:41:28,,19,,,,235,1027.78,19
2025-02-20T00:46:20,,,857,36.14,15.07,,,
2025-02-20T00:46:22,,,,,,231,1027.86,
2025-02-20T00:51:24,,,876,36.22,15.05,,,
2025-02-20T00:51:26,,19,,,,228,1027.88,19
2025-02-20T00:56:20,,,899,36.21,15.01,,,
2025-02-20T00:56:22,,,,,,222,1027.84,
2025-02-20T01:01:24,126,,,,,,,
2025-02-20T01:01:26,,,888,36.22,14.93,,,
2025-02-20T01:01:28,,17,,,,215,1027.8,16
2025-02-20T01:06:20,,,876,36.27,14.9,,,
2025-02-20T01:06:22,,,,,,214,1027.78,
2025-02-20T01:11:24,,,858,36.33,14.84,,,
2025-02-20T01:11:26,,22,,,,202,1027.74,21
2025-02-20T01:16:20,,,870,36.36,14.82,,,
2025-02-20T01:16:22,,,,,,231,1027.62,
2025-02-20T01:21:25,126,,,,,,,
2025-02-20T01:21:27,,,849,36.43,14.74,,,
2025-02-20T01:21:29,,17,,,,221,1027.64,17
2025-02-20T01:26:21,,,801,36.49,14.68,,,
2025-02-20T01:26:23,,,,,,187,1027.6,
2025-02-20T01:31:25,,,826,36.54,14.63,,,
2025-02-20T01:31:27,,14,,,,176,1027.62,14
2025-02-20T01:36:21,,,856,36.56,14.6,,,
2025-02-20T01:36:23,,,,,,165,1027.5,
2025-02-20T01:41:25,126,,,,,,,
2025-02-20T01:41:27,,,853,36.61,14.58,,,
2025-02-20T01:41:29,,15,,,,168,1027.46,14
2025-02-20T01:46:21,,,848,36.64,14.49,,,
2025-02-20T01:46:23,,,,,,174,1027.34,
2025-02-20T01:51:25,,,853,36.67,14.46,,,
2025-02-20T01:51:27,,12,,,,171,1027.3,12
2025-02-20T01:56:21,,,826,36.72,14.39,,,
2025-02-20T01:56:23,,,,,,176,1027.28,
2025-02-20T02:01:25,125,,,,,,,
2025-02-20T02:01:27,,,817,36.78,14.39,,,
2025-02-20T02:01:29,,12,,,,168,1027.22,12
2025-02-20T02:06:21,,,847,36.81,14.38,,,
2025-02-20T02:06:23,,,,,,163,1027.04,
2025-02-20T02:11:25,,,846,36.89,14.35,,,
2025-02-20T02:11:27,,14,,,,169,1027.14,14
2025-02-20T02:16:20,,,848,36.87,14.32,,,
2025-02-20T02:16:22,,,,,,174,1027.14,
2025-02-20T02:21:24,125,,,,,,,
2025-02-20T02:21:26,,,850,36.96,14.25,,,
2025-02-20T02:21:28,,14,,,,158,1026.92,13
2025-02-20T02:26:20,,,851,36.99,14.23,,,
2025-02-20T02:26:22,,,,,,157,1026.78,
2025-02-20T02:31:24,,,811,37.03,14.16,,,
2025-02-20T02:31:26,,12,,,,154,1026.74,11
2025-02-20T02:36:21,,,822,37.08,14.13,,,
2025-02-20T02:36:23,,,,,,153,1026.68,
2025-02-20T02:41:25,125,,,,,,,
2025-02-20T02:41:27,,,846,37.13,14.08,,,
2025-02-20T02:41:29,,12,,,,166,1026.82,11
2025-02-20T02:46:21,,,850,37.18,14.08,,,
2025-02-20T02:46:23,,,,,,152,1026.74,
2025-02-20T02:51:25,,,868,37.2,14.02,,,
2025-02-20T02:51:27,,11,,,,143,1026.64,10
2025-02-20T02:56:21,,,819,37.24,14.01,,,
2025-02-20T02:56:23,,,,,,151,1026.64,
2025-02-20T03:01:26,125,,,,,,,
2025-02-20T03:01:28,,,818,37.31,13.93,,,
2025-02-20T03:01:30,,10,,,,153,1026.62,9
2025-02-20T03:06:21,,,844,37.36,13.94,,,
2025-02-20T03:06:23,,,,,,160,1026.5,
2025-02-20T03:11:25,,,827,37.44,13.89,,,
2025-02-20T03:11:27,,9,,,,156,1026.56,9
2025-02-20T03:16:22,,,834,37.5,13.89,,,
2025-02-20T03:16:24,,,,,,166,1026.6,
2025-02-20T03:21:27,125,,,,,,,
2025-02-20T03:21:29,,,870,37.51,13.86,,,
2025-02-20T03:21:31,,10,,,,153,1026.56,7
2025-02-20T03:26:21,,,845,37.53,13.84,,,
2025-02-20T03:26:23,,,,,,156,1026.58,
2025-02-20T03:31:25,,,851,37.62,13.8,,,
2025-02-20T03:31:27,,11,,,,160,1026.6,8
2025-02-20T03:36:21,,,871,37.62,13.79,,,
2025-02-20T03:36:23,,,,,,147,1026.48,
2025-02-20T03:41:25,125,,,,,,,
2025-02-20T03:41:27,,,845,37.69,13.78,,,
2025-02-20T03:41:29,,7,,,,146,1026.4,7
2025-02-20T03:46:20,,,834,37.72,13.72,,,
2025-02-20T03:46:22,,,,,,166,1026.44,
2025-02-20T03:51:25,,,823,37.78,13.66,,,
2025-02-20T03:51:27,,6,,,,148,1026.46,6
2025-02-20T03:56:22,,,828,37.81,13.64,,,
2025-02-20T03:56:24,,,,,,152,1026.42,
2025-02-20T04:01:26,108,,,,,,,
2025-02-20T04:01:28,,,847,37.82,13.61,,,
2025-02-20T04:01:30,,5,,,,163,1026.44,5
2025-02-20T04:06:21,,,844,37.85,13.59,,,
2025-02-20T04:06:23,,,,,,156,1026.4,
2025-02-20T04:11:25,,,809,37.89,13.58,,,
2025-02-20T04:11:27,,4,,,,150,1026.36,4
2025-02-20T04:16:21,,,805,37.92,13.56,,,
2025-02-20T04:16:23,,,,,,153,1026.24,
2025-02-20T04:21:25,108,,,,,,,
2025-02-20T04:21:27,,,807,37.93,13.49,,,
2025-02-20T04:21:29,,5,,,,136,1026.04,5
2025-02-20T04:26:22,,,796,37.97,13.49,,,
2025-02-20T04:26:24,,,,,,140,1026.02,
2025-02-20T04:31:26,,,803,37.99,13.47,,,
2025-02-20T04:31:28,,6,,,,155,1025.98,6
2025-02-20T04:36:21,,,792,38.06,13.45,,,
2025-02-20T04:36:23,,,,,,149,1025.98,
2025-02-20T04:41:25,108,,,,,,,
2025-02-20T04:41:27,,,807,38.08,13.39,,,
2025-02-20T04:41:29,,3,,,,154,1025.94,3
2025-02-20T04:46:21,,,841,38.13,13.36,,,
2025-02-20T04:46:23,,,,,,137,1025.9,
2025-02-20T04:51:25,,,865,38.15,13.34,,,
2025-02-20T04:51:27,,3,,,,149,1025.84,3
2025-02-20T04:56:21,,,843,38.19,13.34,,,
2025-02-20T04:56:23,,,,,,155,1025.78,
2025-02-20T05:01:26,105,,,,,,,
2025-02-20T05:01:28,,,836,38.25,13.34,,,
2025-02-20T05:01:30,,8,,,,148,1025.78,7
2025-02-20T05:06:21,,,816,38.28,13.3,,,
2025-02-20T05:06:23,,,,,,148,1025.74,
2025-02-20T05:11:25,,,811,38.36,13.28,,,
2025-02-20T05:11:27,,4,,,,141,1025.7,4
2025-02-20T05:16:21,,,830,38.42,13.27,,,
2025-02-20T05:16:23,,,,,,147,1025.68,
2025-02-20T05:21:26,105,,,,,,,
2025-02-20T05:21:28,,,827,38.46,13.25,,,
2025-02-20T05:21:30,,4,,,,152,1025.62,4
2025-02-20T05:26:22,,,858,38.5,13.2,,,
2025-02-20T05:26:24,,,,,,165,1025.48,
2025-02-20T05:31:26,,,826,38.55,13.2,,,
2025-02-20T05:31:28,,5,,,,170,1025.54,5
2025-02-20T05:36:21,,,807,38.56,13.17,,,
2025-02-20T05:36:23,,,,,,157,1025.46,
2025-02-20T05:41:25,105,,,,,,,
2025-02-20T05:41:27,,,811,38.65,13.12,,,
2025-02-20T05:41:29,,4,,,,158,1025.46,4
2025-02-20T05:46:20,,,780,38.67,13.12,,,
2025-02-20T05:46:22,,,,,,155,1025.42,
2025-02-20T05:51:25,,,776,38.73,13.08,,,
2025-02-20T05:51:27,,3,,,,160,1025.38,3
2025-02-20T05:56:22,,,800,38.76,13.07,,,
2025-02-20T05:56:24,,,,,,162,1025.2,
2025-02-20T06:01:26,101,,,,,,,
2025-02-20T06:01:28,,,818,38.77,13.07,,,
2025-02-20T06:01:30,,3,,,,170,1025.18,3
2025-02-20T06:06:22,,,871,38.79,13,,,
2025-02-20T06:06:24,,,,,,166,1025.24,
2025-02-20T06:11:25,,,849,38.84,13,,,
2025-02-20T06:11:27,,3,,,,157,1025.24,3
2025-02-20T06:16:21,,,791,38.89,13.01,,,
2025-02-20T06:16:23,,,,,,160,1025.18,
2025-02-20T06:21:25,101,,,,,,,
2025-02-20T06:21:27,,,804,39,12.94,,,
2025-02-20T06:21:29,,3,,,,162,1025.26,3
2025-02-20T06:26:22,,,823,39.02,12.94,,,
2025-02-20T06:26:24,,,,,,152,1025.26,
2025-02-20T06:31:26,,,823,39.13,12.95,,,
2025-02-20T06:31:28,,4,,,,167,1025.3,4
2025-02-20T06:36:20,,,837,39.21,12.92,,,
2025-02-20T06:36:22,,,,,,167,1025.3,
2025-02-20T06:41:25,101,,,,,,,
2025-02-20T06:41:27,,,853,39.25,12.95,,,
2025-02-20T06:41:29,,4,,,,160,1025.28,4
2025-02-20T06:46:22,,,842,39.25,12.91,,,
2025-02-20T06:46:24,,,,,,168,1025.22,
2025-02-20T06:51:26,,,824,39.3,12.93,,,
2025-02-20T06:51:28,,3,,,,163,1025.22,3
2025-02-20T06:56:22,,,822,39.31,12.89,,,
2025-02-20T06:56:24,,,,,,169,1025.18,
2025-02-20T07:01:27,105,,,,,,,
2025-02-20T07:01:29,,,834,39.33,12.89,,,
2025-02-20T07:01:31,,3,,,,170,1025.2,3
2025-02-20T07:06:22,,,819,39.34,12.9,,,
2025-02-20T07:06:24,,,,,,163,1025.18,
2025-02-20T07:11:26,,,796,39.39,12.88,,,
2025-02-20T07:11:28,,5,,,,176,1025.08,4
2025-02-20T07:16:23,,,818,39.39,12.88,,,
2025-02-20T07:16:25,,,,,,166,1025.04,
2025-02-20T07:21:27,105,,,,,,,
2025-02-20T07:21:29,,,841,39.43,12.87,,,
2025-02-20T07:21:31,,4,,,,189,1025.06,4
2025-02-20T07:26:21,,,834,39.42,12.89,,,
2025-02-20T07:26:23,,,,,,171,1025.12,
2025-02-20T07:31:26,,,844,39.43,12.87,,,
2025-02-20T07:31:28,,3,,,,179,1025.08,2
2025-02-20T07:36:22,,,822,39.48,12.88,,,
2025-02-20T07:36:24,,,,,,196,1025.02,
2025-02-20T07:41:26,105,,,,,,,
2025-02-20T07:41:28,,,823,39.65,12.91,,,
2025-02-20T07:41:30,,3,,,,192,1025.04,3
2025-02-20T07:46:20,,,843,39.56,12.95,,,
2025-02-20T07:46:22,,,,,,181,1025.04,
2025-02-20T07:51:24,,,794,39.35,12.97,,,
2025-02-20T07:51:26,,6,,,,193,1024.92,5
2025-02-20T07:56:21,,,759,39.25,12.93,,,
2025-02-20T07:56:23,,,,,,212,1024.84,
2025-02-20T08:01:25,103,,,,,,,
2025-02-20T08:01:27,,,771,39.14,12.97,,,
2025-02-20T08:01:29,,6,,,,299,1024.82,6
2025-02-20T08:06:21,,,745,39.32,13.03,,,
2025-02-20T08:06:23,,,,,,292,1024.72,
2025-02-20T08:11:24,,,736,39.49,13.06,,,
2025-02-20T08:11:26,,5,,,,357,1024.68,5
2025-02-20T08:16:20,,,768,39.56,13.08,,,
2025-02-20T08:16:22,,,,,,363,1024.68,
2025-02-20T08:21:25,103,,,,,,,
2025-02-20T08:21:27,,,782,39.49,13.06,,,
2025-02-20T08:21:29,,5,,,,348,1024.66,5
2025-02-20T08:26:21,,,744,39.39,13.07,,,
2025-02-20T08:26:23,,,,,,357,1024.68,
2025-02-20T08:31:25,,,724,39.33,13.09,,,
2025-02-20T08:31:27,,4,,,,339,1024.66,4
2025-02-20T08:36:21,,,762,39.29,13.09,,,
2025-02-20T08:36:23,,,,,,354,1024.64,
2025-02-20T08:41:26,103,,,,,,,
2025-02-20T08:41:28,,,755,39.21,13.05,,,
2025-02-20T08:41:30,,5,,,,331,1024.66,5
2025-02-20T08:46:22,,,735,39.13,13.08,,,
2025-02-20T08:46:24,,,,,,334,1024.74,
2025-02-20T08:51:26,,,726,39.04,13.07,,,
2025-02-20T08:51:28,,5,,,,336,1024.76,5
2025-02-20T08:56:21,,,723,38.98,13.1,,,
2025-02-20T08:56:23,,,,,,309,1024.82,
2025-02-20T09:01:25,105,,,,,,,
2025-02-20T09:01:27,,,729,38.91,13.04,,,
2025-02-20T09:01:29,,6,,,,298,1024.96,5
2025-02-20T09:06:21,,,707,38.84,13.09,,,
2025-02-20T09:06:23,,,,,,290,1024.98,
2025-02-20T09:11:26,,,701,38.74,13.03,,,
2025-02-20T09:11:28,,7,,,,307,1024.96,7
2025-02-20T09:16:22,,,716,38.7,13.03,,,
2025-02-20T09:16:24,,,,,,299,1024.9,
2025-02-20T09:21:26,105,,,,,,,
2025-02-20T09:21:28,,,646,38.65,13.04,,,
2025-02-20T09:21:30,,7,,,,277,1024.84,6
2025-02-20T09:26:21,,,629,38.57,13.05,,,
2025-02-20T09:26:23,,,,,,268,1024.76,
2025-02-20T09:31:25,,,686,38.53,13.01,,,
2025-02-20T09:31:27,,5,,,,270,1024.74,5
2025-02-20T09:36:23,,,684,38.45,12.99,,,
2025-02-20T09:36:25,,,,,,242,1024.76,
2025-02-20T09:41:27,105,,,,,,,
2025-02-20T09:41:29,,,689,38.45,13.03,,,
2025-02-20T09:41:31,,5,,,,219,1024.72,5
2025-02-20T09:46:22,,,661,38.39,12.98,,,
2025-02-20T09:46:24,,,,,,239,1024.64,
2025-02-20T09:51:25,,,610,38.34,13,,,
2025-02-20T09:51:27,,6,,,,219,1024.5,6
2025-02-20T09:56:22,,,623,38.31,12.99,,,
2025-02-20T09:56:24,,,,,,217,1024.44,
2025-02-20T10:01:26,103,,,,,,,
2025-02-20T10:01:28,,,623,38.28,13,,,
2025-02-20T10:01:30,,8,,,,177,1024.48,8
2025-02-20T10:06:22,,,610,38.25,12.99,,,
2025-02-20T10:06:24,,,,,,211,1024.36,
2025-02-20T10:11:26,,,638,38.19,12.99,,,
2025-02-20T10:11:28,,6,,,,198,1024.32,6
2025-02-20T10:16:20,,,635,38.19,13.02,,,
2025-02-20T10:16:22,,,,,,196,1024.48,
2025-02-20T10:21:25,103,,,,,,,
2025-02-20T10:21:27,,,620,38.17,13.02,,,
2025-02-20T10:21:29,,8,,,,176,1024.48,7
2025-02-20T10:26:21,,,625,38.12,13.03,,,
2025-02-20T10:26:23,,,,,,164,1024.36,
2025-02-20T10:31:25,,,631,38.1,12.97,,,
2025-02-20T10:31:27,,6,,,,179,1024.22,6
2025-02-20T10:36:20,,,626,38.09,12.98,,,
2025-02-20T10:36:22,,,,,,171,1024.16,
2025-02-20T10:41:24,103,,,,,,,
2025-02-20T10:41:26,,,615,38.04,13,,,
2025-02-20T10:41:28,,6,,,,159,1024,6
2025-02-20T10:46:20,,,627,38.02,12.98,,,
2025-02-20T10:46:22,,,,,,166,1023.92,
2025-02-20T10:51:25,,,620,37.98,12.97,,,
2025-02-20T10:51:27,,6,,,,148,1023.82,6
2025-02-20T10:56:21,,,599,37.96,12.9,,,
2025-02-20T10:56:23,,,,,,144,1023.78,
2025-02-20T11:01:26,99,,,,,,,
2025-02-20T11:01:28,,,588,37.94,12.9,,,
2025-02-20T11:01:30,,6,,,,151,1023.7,6
2025-02-20T11:06:20,,,591,37.94,12.88,,,
2025-02-20T11:06:22,,,,,,144,1023.62,
2025-02-20T11:11:25,,,587,37.92,12.88,,,
2025-02-20T11:11:27,,6,,,,136,1023.6,6
2025-02-20T11:16:21,,,566,37.94,12.85,,,
2025-02-20T11:16:23,,,,,,132,1023.6,
2025-02-20T11:21:25,99,,,,,,,
2025-02-20T11:21:27,,,554,37.9,12.82,,,
2025-02-20T11:21:29,,5,,,,134,1023.56,5
2025-02-20T11:26:21,,,560,37.92,12.82,,,
2025-02-20T11:26:23,,,,,,115,1023.48,
2025-02-20T11:31:25,,,577,37.92,12.76,,,
2025-02-20T11:31:27,,5,,,,124,1023.42,4
2025-02-20T11:36:23,,,575,37.94,12.77,,,
2025-02-20T11:36:25,,,,,,122,1023.34,
2025-02-20T11:41:27,99,,,,,,,
2025-02-20T11:41:29,,,550,37.92,12.76,,,
2025-02-20T11:41:31,,5,,,,137,1023.34,5
2025-02-20T11:46:23,,,518,37.95,12.73,,,
2025-02-20T11:46:25,,,,,,135,1023.38,
2025-02-20T11:51:26,,,520,37.94,12.73,,,
2025-02-20T11:51:28,,4,,,,117,1023.44,4
2025-02-20T11:56:21,,,538,37.96,12.68,,,
2025-02-20T11:56:23,,,,,,111,1023.46,
2025-02-20T12:01:26,96,,,,,,,
2025-02-20T12:01:28,,,553,38.28,12.78,,,
2025-02-20T12:01:30,,2,,,,115,1023.5,2
2025-02-20T12:06:22,,,546,38.31,12.82,,,
2025-02-20T12:06:24,,,,,,104,1023.38,
2025-02-20T12:11:26,,,533,38.32,12.86,,,
2025-02-20T12:11:28,,4,,,,92,1023.28,4
2025-02-20T12:16:21,,,541,38.3,12.89,,,
2025-02-20T12:16:23,,,,,,99,1023.3,
2025-02-20T12:21:25,96,,,,,,,
2025-02-20T12:21:27,,,507,38.32,12.88,,,
2025-02-20T12:21:29,,3,,,,100,1023.28,3
2025-02-20T12:26:21,,,497,38.26,12.87,,,
2025-02-20T12:26:23,,,,,,108,1023.16,
2025-02-20T12:31:26,,,522,38.29,12.89,,,
2025-02-20T12:31:28,,5,,,,106,1023.12,4
2025-02-20T12:36:21,,,542,38.27,12.86,,,
2025-02-20T12:36:23,,,,,,107,1023.16,
2025-02-20T12:41:25,96,,,,,,,
2025-02-20T12:41:27,,,540,38.29,12.8,,,
2025-02-20T12:41:29,,4,,,,94,1023.1,4
2025-02-20T12:46:22,,,523,38.35,12.79,,,
2025-02-20T12:46:24,,,,,,100,1023.04,
2025-02-20T12:51:27,,,517,38.36,12.75,,,
2025-02-20T12:51:29,,3,,,,90,1023.04,3
2025-02-20T12:56:23,,,526,38.4,12.73,,,
2025-02-20T12:56:25,,,,,,96,1023.04,
2025-02-20T13:01:27,94,,,,,,,
2025-02-20T13:01:29,,,527,38.45,12.71,,,
2025-02-20T13:01:31,,3,,,,79,1022.9,3
2025-02-20T13:06:21,,,506,38.5,12.71,,,
2025-02-20T13:06:23,,,,,,93,1022.88,
2025-02-20T13:11:25,,,520,38.69,12.69,,,
2025-02-20T13:11:27,,2,,,,89,1022.9,2
2025-02-20T13:16:23,,,566,39.1,12.7,,,
2025-02-20T13:16:25,,,,,,103,1022.78,
2025-02-20T13:21:27,94,,,,,,,
2025-02-20T13:21:29,,,614,38.95,12.92,,,
2025-02-20T13:21:31,,1,,,,105,1022.78,1
2025-02-20T13:26:21,,,631,39.07,13.28,,,
2025-02-20T13:26:23,,,,,,96,1022.78,
2025-02-20T13:31:25,,,611,40.4,13.73,,,
2025-02-20T13:31:27,,4,,,,83,1022.64,3
2025-02-20T13:36:22,,,596,40.89,14.16,,,
2025-02-20T13:36:24,,,,,,86,1022.54,
2025-02-20T13:41:27,94,,,,,,,
2025-02-20T13:41:29,,,618,40.6,14.52,,,
2025-02-20T13:41:31,,2,,,,106,1022.42,2
2025-02-20T13:46:23,,,634,40.32,14.87,,,
2025-02-20T13:46:25,,,,,,108,1022.38,
2025-02-20T13:51:26,,,613,39.87,15.17,,,
2025-02-20T13:51:28,,6,,,,115,1022.32,3
2025-02-20T13:56:21,,,613,39.4,15.43,,,
2025-02-20T13:56:23,,,,,,116,1022.34,
2025-02-20T14:01:26,97,,,,,,,
2025-02-20T14:01:28,,,613,39.01,15.65,,,
2025-02-20T14:01:30,,4,,,,131,1022.36,4
2025-02-20T14:06:22,,,629,38.59,15.93,,,
2025-02-20T14:06:24,,,,,,139,1022.22,
2025-02-20T14:11:26,,,646,38.21,16.13,,,
2025-02-20T14:11:28,,4,,,,147,1022.24,4
2025-02-20T14:16:20,,,609,37.78,16.41,,,
2025-02-20T14:16:22,,,,,,134,1022.18,
2025-02-20T14:21:24,97,,,,,,,
2025-02-20T14:21:26,,,587,37.42,16.59,,,
2025-02-20T14:21:28,,4,,,,138,1022.1,3
2025-02-20T14:26:20,,,618,37.41,16.66,,,
2025-02-20T14:26:22,,,,,,149,1021.98,
2025-02-20T14:31:25,,,706,37.73,16.6,,,
2025-02-20T14:31:27,,5,,,,155,1021.9,5
2025-02-20T14:36:20,,,788,37.79,16.59,,,
2025-02-20T14:36:22,,,,,,171,1022.04,
2025-02-20T14:41:24,97,,,,,,,
2025-02-20T14:41:26,,,789,37.77,16.55,,,
2025-02-20T14:41:28,,12,,,,176,1022.06,12
2025-02-20T14:46:20,,,773,37.99,16.58,,,
2025-02-20T14:46:22,,,,,,215,1021.98,
2025-02-20T14:51:25,,,793,38.02,16.58,,,
2025-02-20T14:51:27,,9,,,,207,1021.9,8
2025-02-20T14:56:21,,,810,38.04,16.64,,,
2025-02-20T14:56:23,,,,,,188,1021.88,
2025-02-20T15:01:25,96,,,,,,,
2025-02-20T15:01:27,,,836,38,16.64,,,
2025-02-20T15:01:29,,16,,,,187,1021.86,15
2025-02-20T15:06:21,,,839,37.99,16.69,,,
2025-02-20T15:06:23,,,,,,198,1021.88,
2025-02-20T15:11:25,,,825,37.96,16.7,,,
2025-02-20T15:11:27,,20,,,,214,1021.86,20
2025-02-20T15:16:21,,,832,37.99,16.75,,,
2025-02-20T15:16:23,,,,,,187,1021.78,
2025-02-20T15:21:25,96,,,,,,,
2025-02-20T15:21:27,,,823,37.94,16.79,,,
2025-02-20T15:21:29,,24,,,,182,1021.7,24
2025-02-20T15:26:20,,,813,37.91,16.79,,,
2025-02-20T15:26:22,,,,,,203,1021.74,
2025-02-20T15:31:24,,,829,38.23,16.8,,,
2025-02-20T15:31:26,,27,,,,176,1021.64,27
2025-02-20T15:36:21,,,913,38.46,16.87,,,
2025-02-20T15:36:23,,,,,,199,1021.64,
2025-02-20T15:41:26,96,,,,,,,
2025-02-20T15:41:28,,,960,38.51,16.9,,,
2025-02-20T15:41:30,,28,,,,191,1021.58,28
2025-02-20T15:46:23,,,942,38.47,16.89,,,
2025-02-20T15:46:25,,,,,,205,1021.58,
2025-02-20T15:51:26,,,924,38.41,16.88,,,
2025-02-20T15:51:28,,30,,,,195,1021.42,30
2025-02-20T15:56:21,,,891,38.24,16.88,,,
2025-02-20T15:56:23,,,,,,211,1021.32,
2025-02-20T16:01:25,90,,,,,,,
2025-02-20T16:01:27,,,882,38.03,16.87,,,
2025-02-20T16:01:29,,33,,,,170,1021.34,33
2025-02-20T16:06:22,,,866,37.87,16.87,,,
2025-02-20T16:06:24,,,,,,200,1021.28,
2025-02-20T16:11:27,,,873,37.7,16.87,,,
2025-02-20T16:11:29,,33,,,,194,1021.34,33
2025-02-20T16:16:22,,,852,37.54,16.9,,,
2025-02-20T16:16:24,,,,,,192,1021.32,
2025-02-20T16:21:26,90,,,,,,,
2025-02-20T16:21:28,,,807,37.38,16.86,,,
2025-02-20T16:21:30,,33,,,,193,1021.28,32
2025-02-20T16:26:22,,,794,37.22,16.87,,,
2025-02-20T16:26:24,,,,,,202,1021.24,
2025-02-20T16:31:27,,,788,37.09,16.88,,,
2025-02-20T16:31:29,,33,,,,175,1021.08,33
2025-02-20T16:36:22,,,799,36.92,16.9,,,
2025-02-20T16:36:24,,,,,,172,1021,
2025-02-20T16:41:26,90,,,,,,,
2025-02-20T16:41:28,,,772,36.79,16.9,,,
2025-02-20T16:41:30,,38,,,,173,1021,38
2025-02-20T16:46:22,,,762,36.71,16.97,,,
2025-02-20T16:46:24,,,,,,173,1020.98,
2025-02-20T16:51:26,,,771,36.78,16.98,,,
2025-02-20T16:51:28,,33,,,,161,1020.92,32
2025-02-20T16:56:22,,,778,36.98,17.08,,,
2025-02-20T16:56:24,,,,,,169,1020.72,
2025-02-20T17:01:27,88,,,,,,,
2025-02-20T17:01:29,,,796,37.14,17.08,,,
2025-02-20T17:01:31,,37,,,,183,1020.7,37
2025-02-20T17:06:22,,,812,37.21,17.13,,,
2025-02-20T17:06:24,,,,,,181,1020.56,
2025-02-20T17:11:26,,,806,37.22,17.17,,,
2025-02-20T17:11:28,,34,,,,205,1020.58,34
2025-02-20T17:16:22,,,792,37.19,17.22,,,
2025-02-20T17:16:24,,,,,,196,1020.54,
2025-02-20T17:21:27,88,,,,,,,
2025-02-20T17:21:29,,,759,37.15,17.24,,,
2025-02-20T17:21:31,,37,,,,222,1020.54,37
2025-02-20T17:26:22,,,752,36.98,17.25,,,
2025-02-20T17:26:24,,,,,,218,1020.52,
2025-02-20T17:31:26,,,763,36.87,17.23,,,
2025-02-20T17:31:28,,41,,,,203,1020.34,41
2025-02-20T17:36:22,,,759,36.7,17.25,,,
2025-02-20T17:36:24,,,,,,214,1020.26,
2025-02-20T17:41:27,88,,,,,,,
2025-02-20T17:41:29,,,743,36.61,17.25,,,
2025-02-20T17:41:31,,40,,,,194,1020.2,40
2025-02-20T17:46:23,,,739,36.47,17.28,,,
2025-02-20T17:46:25,,,,,,189,1020.2,
2025-02-20T17:51:26,,,722,36.35,17.28,,,
2025-02-20T17:51:28,,42,,,,199,1020.12,42
2025-02-20T17:56:22,,,682,36.24,17.29,,,
2025-02-20T17:56:24,,,,,,210,1020.08,
2025-02-20T18:01:26,83,,,,,,,
2025-02-20T18:01:28,,,679,36.17,17.3,,,
2025-02-20T18:01:30,,41,,,,206,1020.08,41
2025-02-20T18:06:23,,,718,36.06,17.3,,,
2025-02-20T18:06:25,,,,,,189,1019.92,
2025-02-20T18:11:27,,,730,36.03,17.21,,,
2025-02-20T18:11:30,,40,,,,178,1019.78,40
2025-02-20T18:16:22,,,716,36.04,17.12,,,
2025-02-20T18:16:24,,,,,,182,1019.78,
2025-02-20T18:21:26,83,,,,,,,
2025-02-20T18:21:28,,,695,36.07,17.01,,,
2025-02-20T18:21:30,,31,,,,171,1019.72,31
2025-02-20T18:26:22,,,659,36.12,16.92,,,
